name,write_execute_size,number_total_entropy,max_total_entropy,min_total_entropy,delta_total_entropy,mean_total_entropy,median_total_entropy,variance_total_entropy,stdev_total_entropy,number_oep_section_entropy,max_oep_section_entropy,min_oep_section_entropy,delta_oep_section_entropy,mean_oep_section_entropy,median_oep_section_entropy,variance_oep_section_entropy,stdev_oep_section_entropy,initial_iat_dll,initial_iat_func,initial_iat_malicious_func,reconstructed_iat_dll,reconstructed_iat_func,reconstructed_iat_malicious_func,initial_iat_called_generic_func,initial_iat_called_malicious_func,initial_iat_called_all_func,dynamic_called_generic_func,dynamic_called_malicious_func,dynamic_called_all_func,discovered_called_generic_func,discovered_called_malicious_func,discovered_called_all_func,number_add_exec_permission,number_add_write_permisison,executed_byte_0,executed_byte_1,executed_byte_2,executed_byte_3,executed_byte_4,executed_byte_5,executed_byte_6,executed_byte_7,executed_byte_8,executed_byte_9,executed_byte_10,executed_byte_11,executed_byte_12,executed_byte_13,executed_byte_14,executed_byte_15,executed_byte_16,executed_byte_17,executed_byte_18,executed_byte_19,executed_byte_20,executed_byte_21,executed_byte_22,executed_byte_23,executed_byte_24,executed_byte_25,executed_byte_26,executed_byte_27,executed_byte_28,executed_byte_29,executed_byte_30,executed_byte_31,executed_byte_32,executed_byte_33,executed_byte_34,executed_byte_35,executed_byte_36,executed_byte_37,executed_byte_38,executed_byte_39,executed_byte_40,executed_byte_41,executed_byte_42,executed_byte_43,executed_byte_44,executed_byte_45,executed_byte_46,executed_byte_47,executed_byte_48,executed_byte_49,executed_byte_50,executed_byte_51,executed_byte_52,executed_byte_53,executed_byte_54,executed_byte_55,executed_byte_56,executed_byte_57,executed_byte_58,executed_byte_59,executed_byte_60,executed_byte_61,executed_byte_62,executed_byte_63,GetProcAddress,LoadLibrary,Exitprocess,GetModuleHandle,VirtualAlloc,VirtualFree,GetModuleFilename,CreateFile,RegQueryValueEx,MessageBox,GetCommandLine,VirtualProtect,GetStartupInfo,GetStdHandle,RegOpenKeyEx
file-pnm.exe,-1,6656,5.827806639666824,2.2354660489182856,3.5923405907485386,4.337850741026963,4.270036236491473,0.21144546087321284,0.45983199200709474,344,6.031560430197502,5.9648856372808226,0.06667479291667977,6.0313666081250705,6.031560430197502,1.2923046542099218e-05,0.003594863911485276,10,112,2,1,170,0,33,2,35,5,0,5,531,3,534,-1,-1,83,131,236,24,131,61,24,80,64,0,2,139,68,36,36,116,10,131,61,24,80,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
noise-solid.exe,-1,6638,5.762882716658229,1.5645346344573388,4.198348082200891,2.4707470784034196,1.9810617515124205,1.1425779051138842,1.068914358175567,323,5.924278215868166,5.841808582606278,0.08246963326188794,5.924022891926179,5.924278215868166,2.105647185866964e-05,0.004588733143109288,10,128,2,1,170,0,31,2,33,5,0,5,523,3,526,-1,-1,83,131,236,24,131,61,112,80,64,0,2,139,68,36,36,116,10,131,61,112,80,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
film.exe,-1,6566,5.638111231347539,2.1939814336900487,3.44412979765749,4.617930831012275,4.600335361469585,0.18274899968358663,0.4274915200136567,235,5.664994691272189,5.553429090908292,0.11156560036389696,5.553903838143883,5.553429090908292,5.2965460359816015e-05,0.007277737310443131,10,194,2,1,170,0,35,2,37,5,0,5,520,3,523,-1,-1,83,131,236,24,131,61,16,99,64,0,2,139,68,36,36,116,10,131,61,16,99,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
grepWin-1.9.0_portable.exe,-1,5681,6.385682291632054,2.7780264555156635,3.60765583611639,5.439207107477885,5.552357297763259,0.4810133541481753,0.6935512628120399,4114,6.601046844048624,6.266354119289831,0.33469272475879297,6.266435473865611,6.266354119289831,2.722878463939357e-05,0.005218120795784012,12,331,2,5,155,0,0,0,0,26,0,26,1025,2,1027,-1,-1,232,136,6,0,0,139,13,108,208,76,1,86,87,191,78,230,64,187,190,0,0,255,255,59,207,116,4,139,13,108,208,76,1,86,87,191,78,230,64,187,190,0,0,255,255,59,207,116,4,232,148,255,255,255,85,139,236,131,236,20,131,101,244,0,184,0,0,0,0,0,0,0,0,0,0,0,0,7,0
Contig.exe,-1,3692,6.325959509592628,4.174829176581948,2.1511303330106797,5.641671795166539,5.886996078539011,0.23224196956515075,0.4819148986752233,2627,6.605171928163694,5.9442251205839005,0.6609468075797933,6.275398856897765,6.2807843379625075,0.0018658552752617522,0.043195546937870255,6,126,2,0,122,0,65,2,67,20,0,20,630,1,631,-1,-1,232,121,189,0,0,85,139,236,131,236,20,131,101,244,0,131,101,248,0,161,24,166,67,0,86,87,191,78,230,64,187,190,0,0,255,255,59,199,116,13,161,24,166,67,0,86,87,191,78,230,64,187,190,0,0,255,255,59,199,116,13,141,69,244,160,0,0,0,0,0,0,0,0,0,0,0,0,11,0
video.exe,-1,6579,6.902259581891444,2.376433574564454,4.525826007326991,4.539447242132245,4.504719997889743,0.1832080771309381,0.42802812656522715,269,5.842363522656701,5.8259167034122665,0.016446819244434252,5.842302382064714,5.842363522656701,1.005568264903691e-06,0.0010027802675081372,9,107,2,1,170,0,28,2,30,5,0,5,524,3,527,-1,-1,83,131,236,24,131,61,32,64,64,0,2,139,68,36,36,116,10,131,61,32,64,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
file-raw.exe,-1,6635,5.646796829401676,1.6269201189483968,4.019876710453279,4.07622933368049,4.048682024616772,0.19370713727306202,0.440121730062334,312,5.6866893165203605,5.550136003561356,0.13655331295900464,5.550573674436224,5.550136003561356,5.9765407948973926e-05,0.007730809009992028,10,147,2,1,170,0,35,2,37,5,0,5,522,3,525,-1,-1,83,131,236,24,131,61,28,96,64,0,2,139,68,36,36,116,10,131,61,28,96,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
gui-32.exe,-1,92,6.432146998512861,4.013834067668775,2.4183129308440865,5.061527275221626,5.535433048612894,0.6631343114872091,0.8143305910299632,39,6.618135871473553,6.539905600396408,0.0782302710771452,6.541911504783002,6.539905600396408,0.00015692244391804155,0.012526868879254766,1,79,4,0,6,0,31,3,34,3,0,3,182,1,183,-1,-1,232,239,62,0,0,139,255,85,139,236,131,236,16,161,128,18,65,0,131,101,248,0,131,101,252,0,83,87,191,78,230,64,187,187,0,0,255,255,59,199,116,13,161,128,18,65,0,131,101,248,0,131,101,252,0,83,87,191,78,230,64,187,187,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0
junction.exe,-1,1223,6.329025841455677,2.572784130670706,3.756241710784971,4.854386225590594,5.048012982564556,0.43060202171962597,0.6562027291314979,161,6.6003812635197505,5.912246248034144,0.6881350154856065,6.327064556703335,6.5131336360364545,0.07804250458630999,0.27936088592770103,6,118,2,0,104,0,49,3,52,4,0,4,366,1,367,-1,-1,232,233,124,0,0,85,139,236,131,236,20,131,101,244,0,131,101,248,0,161,80,19,67,0,86,87,191,78,230,64,187,190,0,0,255,255,59,199,116,13,161,80,19,67,0,86,87,191,78,230,64,187,190,0,0,255,255,59,199,116,13,141,69,244,143,0,0,0,0,0,0,0,0,0,0,0,0,10,0
rrenc.exe,-1,484,6.241109784684185,0.052133965442817336,6.188975819241367,2.089911858055691,3.0056500787565508,2.4159897409509195,1.5543454381027788,23,6.209205118686412,6.1521666611708925,0.05703845751551917,6.206725185750955,6.209205118686412,0.0001414515493804211,0.011893340547567832,3,79,2,1,65,0,21,2,23,1,0,1,303,1,304,-1,-1,85,137,229,83,131,236,20,139,21,96,50,65,0,139,69,12,131,58,3,118,49,131,61,120,32,65,0,2,116,10,199,5,120,32,65,0,2,0,0,0,131,248,2,15,132,5,1,0,0,131,248,1,15,132,158,0,0,0,139,69,16,199,68,36,65,0,0,0,0,0,0,0,0,0,0,0,0,2,0
antialias.exe,-1,4532,5.931457679894436,2.4066140339702637,3.524843645924172,4.123649107384342,4.0198043330802395,0.302052875222155,0.5495933726148406,258,5.9272528600816,5.872627203538657,0.05462565654294327,5.9270411327306585,5.9272528600816,1.1565745553285275e-05,0.00340084482934539,6,76,2,1,75,0,29,2,31,2,0,2,498,3,501,-1,-1,83,131,236,24,131,61,112,64,64,0,2,139,68,36,36,116,10,131,61,112,64,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,187,0,0,0,0,0,0,0,0,0,0,28,0,2,0
pixelize.exe,-1,6564,5.953524098480455,2.288848905997332,3.6646751924831227,2.806648176350589,2.345317082414793,1.0246120916215735,1.0122312441441301,249,5.8596204814320885,5.274939955968977,0.5846805254631118,5.850057693549547,5.8596204814320885,0.005429168431129204,0.07368289103400602,10,113,2,1,170,0,30,2,32,5,0,5,524,3,527,-1,-1,83,131,236,24,131,61,28,80,64,0,2,139,68,36,36,116,10,131,61,28,80,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
lens-distortion.exe,-1,6589,6.0291076063104905,4.304596395108769,1.7245112112017216,4.4686529382978994,4.304596395108769,0.15543326459120677,0.39425025629821314,275,6.047644269226941,6.036906087613437,0.010738181613504594,6.047605221293801,6.047644269226941,4.193037976894841e-07,0.0006475367153215978,11,114,2,1,170,0,32,2,34,5,0,5,526,3,529,-1,-1,83,131,236,24,131,61,208,80,64,0,2,139,68,36,36,116,10,131,61,208,80,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
border-average.exe,-1,6624,5.892304670794382,2.3502263822705576,3.5420782885238244,3.0405596457681936,2.5980521637562637,0.9145226723357437,0.9563067877704015,307,5.8033182187381955,5.75081659959144,0.05250161914675555,5.803147203692115,5.8033182187381955,8.978566817690453e-06,0.002996425673646929,11,120,2,1,170,0,32,2,34,5,0,5,524,3,527,-1,-1,83,131,236,24,131,61,36,64,64,0,2,139,68,36,36,116,10,131,61,36,64,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
chgport.exe,-1,856,6.156227439193882,2.443491173776115,3.7127362654177665,4.866254927490317,4.841171373964981,0.2623532836108879,0.5122043377509486,856,6.3977288273786215,5.188577847244944,1.2091509801336775,5.7539025100147745,5.519315687905173,0.21383074779449263,0.46241836879009535,4,88,1,0,65,0,0,0,0,1,0,1,409,3,412,-1,-1,232,53,3,0,0,139,255,85,139,236,131,236,16,161,96,98,228,0,131,101,248,0,131,101,252,0,83,87,191,78,230,64,187,187,0,0,255,255,59,199,116,13,161,96,98,228,0,131,101,248,0,131,101,252,0,83,87,191,78,230,64,187,187,0,65,0,0,0,0,0,0,0,0,0,0,0,0,2,0
plugin-browser.exe,-1,6661,5.5676843356590755,2.3500823269149174,3.217602008744158,4.571521679622637,4.534403758693996,0.16954203256953743,0.41175482094267873,346,5.735566402842196,5.595117256562194,0.1404491462800026,5.735160480454104,5.735566402842196,5.7011452863530544e-05,0.0075505928815908585,10,151,2,1,170,0,37,2,39,5,0,5,533,3,536,-1,-1,83,131,236,24,131,61,20,80,64,0,2,139,68,36,36,116,10,131,61,20,80,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,359,0,0,0,0,0,0,0,0,0,0,28,0,5,0
emboss.exe,-1,6628,5.952266406632774,2.325245083555161,3.6270213230776136,2.8274261187554255,2.337439128240709,1.0992370273630905,1.0484450521429773,316,5.875835210448642,5.800579382051067,0.07525582839757483,5.875597059092954,5.875835210448642,1.7922277556345663e-05,0.004233471100213826,10,110,2,1,170,0,31,2,33,5,0,5,523,3,526,-1,-1,83,131,236,24,131,61,48,64,64,0,2,139,68,36,36,116,10,131,61,48,64,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
noise-spread.exe,-1,6651,5.947719804464979,2.4496550711982024,3.498064733266777,2.957476182627621,2.490695490524909,1.0037357131155697,1.001866115364508,314,5.863844449359496,5.794402298580219,0.06944215077927662,5.863623296013065,5.863844449359496,1.535736402819041e-05,0.003918847283091089,10,114,2,1,170,0,31,2,33,5,0,5,523,3,526,-1,-1,83,131,236,24,131,61,40,64,64,0,2,139,68,36,36,116,10,131,61,40,64,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
shift.exe,-1,6641,5.90469984933173,2.3624009974079336,3.5422988519237966,3.1438882815688434,2.733793813018204,0.7789731702956653,0.882594567338631,204,5.793098609383237,5.7412798856108465,0.051818723772390385,5.792844596031411,5.793098609383237,1.3162647712741649e-05,0.003628036343911352,10,124,2,1,170,0,30,2,32,5,0,5,524,3,527,-1,-1,83,131,236,24,131,61,28,64,64,0,2,139,68,36,36,116,10,131,61,28,64,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
file-svg.exe,-1,7317,5.60048788330291,2.236299441255957,3.364188442046953,4.617471628113917,4.579879525322789,0.15145439768829314,0.3891714245525911,262,5.5638989268610795,4.9556476817781885,0.608251245082891,4.95796925141591,4.9556476817781885,0.0014120976226904087,0.037577887416543373,12,164,2,1,170,0,33,2,35,5,0,5,524,3,527,-1,-1,83,131,236,24,131,61,64,96,64,0,2,139,68,36,36,116,10,131,61,64,96,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,367,0,0,0,0,0,0,0,0,0,0,28,0,5,0
sinus.exe,-1,6637,5.863011870570218,2.304270478844092,3.5587413917261257,4.590632686668058,4.5672038991827595,0.16187102892836847,0.4023319884478097,316,5.863758988426151,5.76383364475271,0.09992534367344152,5.764149864194715,5.76383364475271,3.159833641852975e-05,0.005621239758143193,11,156,2,1,170,0,31,2,33,5,0,5,523,3,526,-1,-1,83,131,236,24,131,61,16,113,64,0,2,139,68,36,36,116,10,131,61,16,113,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
web-browser.exe,-1,4574,5.828800061835382,2.3060544708748294,3.522745590960553,4.0325288247573665,3.967636085559679,0.3110799240123932,0.5577453935375829,291,5.925672882756723,5.726039151184615,0.19963373157210818,5.924986856187747,5.925672882756723,0.00013695404392235236,0.011702736599716853,8,60,2,1,75,0,28,2,30,2,0,2,498,3,501,-1,-1,83,131,236,24,131,61,20,48,64,0,2,139,68,36,36,116,10,131,61,20,48,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,187,0,0,0,0,0,0,0,0,0,0,28,0,2,0
red-eye-removal.exe,-1,6580,5.926118703390308,2.4695627455207667,3.4565559578695417,4.396661479599321,4.333912655547829,0.19482382061910672,0.4413885143715304,267,5.851175578931424,5.665975092774405,0.18520048615701956,5.850481944151809,5.851175578931424,0.0001284614983999865,0.0113340856887526,10,109,2,1,170,0,30,2,32,5,0,5,524,3,527,-1,-1,83,131,236,24,131,61,24,64,64,0,2,139,68,36,36,116,10,131,61,24,64,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
Listdlls.exe,-1,3933,6.347965395420219,2.6988989338835956,3.649066461536623,4.751480813724205,5.003003930824261,0.1977417299830674,0.4446816051773082,2582,6.625082614580156,6.157147499433808,0.46793511514634734,6.288767578534099,6.28873924395564,5.724818460335281e-05,0.007566253009472576,9,132,2,1,119,0,0,0,0,17,0,17,716,2,718,-1,-1,232,152,178,0,0,85,139,236,131,236,20,131,101,244,0,131,101,248,0,161,192,189,179,0,86,87,191,78,230,64,187,190,0,0,255,255,59,199,116,13,161,192,189,179,0,86,87,191,78,230,64,187,190,0,0,255,255,59,199,116,13,141,69,244,123,0,0,0,0,0,0,0,0,0,0,0,0,8,0
file-bmp.exe,-1,6630,5.8853158107517105,2.1862045165488806,3.69911129420283,4.424674386468313,4.37817787195116,0.195142042386976,0.44174884537141235,314,5.854384218938535,5.7020219145149476,0.15236230442358778,5.702507144783812,5.7020219145149476,7.39308019403377e-05,0.008598302270817053,10,132,2,1,170,0,33,2,35,5,0,5,523,3,526,-1,-1,83,131,236,24,131,61,20,128,64,0,2,139,68,36,36,116,10,131,61,20,128,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
displace.exe,-1,6573,5.654635115022384,2.3445829180995403,3.310052196922844,4.523416326764559,4.488775831308098,0.17132691465601402,0.4139165551847546,256,5.696805166011209,5.682971350273506,0.01383381573770226,5.696751127668484,5.696805166011209,7.475564760339793e-07,0.0008646134836063912,11,132,2,1,170,0,31,2,33,5,0,5,521,3,524,-1,-1,83,131,236,24,131,61,112,80,64,0,2,139,68,36,36,116,10,131,61,112,80,64,0,2,139,68,36,36,116,10,131,248,2,116,17,131,248,1,116,59,139,68,36,40,199,68,36,4,1,0,0,0,137,68,36,8,139,68,36,32,137,4,36,232,358,0,0,0,0,0,0,0,0,0,0,28,0,5,0
