name,dll1,dll2,dll3,dll4,dll5,dll6,dll7,dll8,checksum,image_base,base_of_code,major_version,minor_version,image_size,code_size,headers,size_InitializedData,size_UninitializedData,size_StackReserve,size_StackCommit,section_alignement,standard_section,non_standard_section,ratio_standard_section,x_section,w_section,wx_section,rx_section,rw_section,wrx_section,code_not_exec,exec_not_code,no_code_section,ep_not_in_code,ep_not_in_standard,ep_not_in_exec,ratio_data_virt_size,zero_phys_size,virt_greater_data_size,max_ratio_data_virt,min_ratio_data_virt,data_addres_not_align,entropy_code,entropy_data,entropy_rsrc,entropy_header,entropy_file,entropy_ep,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,nb_dll_imported,nb_func_IDT,nb_malicious_api,ratio_malicious_func,nb_func_IAT,debug_dir,nb_rsrc
ADInsight.exe,1,0,1,0,0,0,0,1,2470825,4194304,4096,5,1,4349952,301056,1024,4031488,0,1048576,4096,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.002,0,1,1.021,0.043,0,6.249,1.658,5.741,4.117,3.791,6.249,232,39,175,0,0,233,0,0,0,0,106,20,104,88,17,70,0,232,238,57,0,0,232,212,105,0,0,15,183,240,106,2,232,186,174,0,0,89,184,77,90,0,0,102,57,5,0,0,64,0,116,4,51,219,235,51,161,60,0,64,0,129,184,0,13,327,8,0.024,17,0,326
adrestore.exe,0,0,0,0,0,0,0,0,209146,4194304,4096,4,0,151552,24576,4096,122880,0,1048576,4096,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.063,0,1,1.063,0.958,0,6.232,5.28,-1,3.95,5.935,6.232,85,139,236,106,255,104,80,116,64,0,104,100,80,64,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,16,83,86,87,137,101,232,255,21,196,112,64,0,51,210,138,212,137,21,64,47,66,0,139,200,129,225,255,0,0,0,137,13,9,78,11,0.141,1,1,-1
adwcleaner_7.2.4.0.exe,1,0,1,0,0,0,0,1,0,4194304,4096,5,1,19464192,10805760,4096,8640000,0,1048576,4096,4096,5,1,0.833,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.882,0.516,0,6.405,5.541,7.826,4.222,6.683,6.405,232,169,205,0,0,233,123,254,255,255,59,13,0,117,70,1,117,2,243,195,233,66,41,0,0,85,139,236,131,236,16,235,13,255,117,8,232,227,208,0,0,89,133,192,116,17,255,117,8,232,253,56,0,0,89,133,192,116,230,139,229,93,195,106,20,602,12,0.02,-1,1,56
AkelAdmin.exe,0,0,0,0,1,0,0,0,0,4194304,4096,4,0,28672,3072,1024,15872,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.198,0,1,1.198,0.229,0,5.303,0.02,5.036,3.353,3.771,5.303,85,139,236,131,236,36,83,86,87,255,21,92,32,64,0,51,255,87,137,69,252,255,21,68,32,64,0,163,68,56,64,0,255,21,88,32,64,0,139,13,68,56,64,0,102,37,255,3,59,207,102,163,36,48,64,0,15,132,58,1,0,0,187,0,3,36,2,0.056,7,1,36
alien-map.exe,0,0,0,0,0,0,0,0,68625,4194304,4096,4,0,61440,13312,1024,29184,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.017,1,1,21.333,0,0,5.563,0.556,4.884,2.779,4.633,5.563,131,236,12,199,5,88,116,64,0,1,0,0,0,232,30,29,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,88,116,64,0,0,0,0,0,232,254,28,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,12,121,4,0.033,5,1,30
align-layers.exe,0,0,0,0,0,0,0,0,52127,4194304,4096,4,0,57344,11264,1024,25600,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.004,1,1,18.286,0,0,5.594,0.426,4.891,2.746,4.52,5.594,131,236,12,199,5,152,100,64,0,1,0,0,0,232,190,22,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,152,100,64,0,0,0,0,0,232,158,22,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,10,108,4,0.037,2,1,30
AltStreamDump.exe,0,0,0,0,0,0,0,0,42973,4194304,4096,4,0,20480,4096,1024,4096,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.041,0,1,1.354,0.992,0,5.689,0.969,5.182,3.789,3.149,5.689,106,40,104,0,33,64,0,232,86,2,0,0,51,255,87,255,21,12,32,64,0,102,129,56,77,90,117,31,139,72,60,3,200,129,57,80,69,0,0,117,18,15,183,65,24,61,11,1,0,0,116,31,61,11,2,0,0,116,5,137,125,228,235,39,2,47,3,0.064,20,0,14
animation-optimize.exe,0,0,0,0,0,0,0,0,94232,4194304,4096,4,0,57344,14848,1024,28672,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.017,1,1,16,0,0,5.754,0.382,4.901,2.779,4.803,5.754,131,236,12,199,5,24,117,64,0,1,0,0,0,232,238,35,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,24,117,64,0,0,0,0,0,232,206,35,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,6,96,4,0.042,33,1,30
animation-play.exe,0,0,0,0,0,0,0,0,104135,4194304,4096,4,0,69632,19456,1024,37888,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.014,1,1,16,0,0,5.714,2.246,4.894,2.792,5.116,5.714,131,236,12,199,5,152,148,64,0,1,0,0,0,232,206,53,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,152,148,64,0,0,0,0,0,232,174,53,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,11,184,4,0.022,1,1,30
antialias.exe,0,0,0,0,0,0,0,0,85370,4194304,4096,4,0,53248,9728,1024,22016,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.016,1,1,21.333,0,0,5.711,0.825,4.884,2.805,4.252,5.711,131,236,12,199,5,24,100,64,0,1,0,0,0,232,78,16,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,24,100,64,0,0,0,0,0,232,46,16,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,6,75,4,0.053,18,1,30
AppLaunch.exe,0,0,1,0,0,0,0,1,99805,268435456,4096,5,0,61440,44032,1024,4608,0,1048576,8192,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.001,0,1,1.033,0.118,0,6.131,2.342,4.162,4.321,5.882,6.131,232,150,5,0,0,233,162,253,255,255,59,13,24,193,0,16,117,2,243,195,233,22,6,0,0,255,37,68,17,0,16,80,100,255,53,0,0,0,0,141,68,36,12,43,100,36,12,83,86,87,137,40,139,232,161,24,193,0,16,51,197,80,255,117,5,91,6,0.066,3,0,28
apply-canvas.exe,0,0,0,0,0,0,0,0,73496,4194304,4096,4,0,69632,10752,1024,40960,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.04,1,1,18.286,0,0,5.541,0.422,4.891,2.765,5.657,5.541,131,236,12,199,5,24,164,64,0,1,0,0,0,232,78,19,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,24,164,64,0,0,0,0,0,232,46,19,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,10,108,4,0.037,3,1,30
aspnet_compiler.exe,0,0,1,0,1,0,0,0,57358,4194304,8192,4,0,49152,24576,4096,8192,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.186,0,0,341.333,1.186,0,4.937,-1,1.906,2.652,3.517,4.937,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
aspnet_regbrowsers.exe,0,0,1,0,1,0,0,0,68981,4194304,8192,4,0,40960,12288,4096,8192,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.141,0,0,341.333,1.141,0,5.073,-1,1.924,2.705,2.6,5.073,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
aspnet_regiis.exe,0,0,0,0,0,0,0,1,69980,268435456,4096,5,0,45056,18944,1024,4096,0,1048576,8192,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.004,0,1,1.096,0.132,0,5.98,1.768,4.773,4.326,4.749,5.98,232,248,251,255,255,233,162,253,255,255,81,141,76,36,4,43,200,27,192,247,208,35,200,139,196,37,0,240,255,255,59,200,114,10,139,193,89,148,139,0,137,4,36,195,45,0,16,0,0,133,0,235,233,204,255,37,236,16,0,16,139,68,36,4,5,95,2,0.021,3,0,14
auditpolreskit.exe,0,0,0,0,0,0,0,0,86303,16777216,4096,5,0,45056,23552,1536,16384,0,262144,4096,4096,2,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.017,0,1,1.017,0.677,0,6.39,0.55,-1,3.584,4.157,6.39,85,139,236,106,255,104,80,24,0,1,104,8,43,0,1,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,196,240,83,86,87,137,101,232,255,21,48,16,0,1,51,210,138,212,137,21,12,153,0,1,139,200,129,225,255,0,0,0,137,13,3,46,9,0.196,5,1,-1
Autologon.exe,1,0,1,0,0,0,0,1,177326,4194304,4096,5,1,143360,60928,1024,68608,0,1048576,4096,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.006,0,1,1.112,0.406,0,6.29,3.378,3.918,3.763,6.158,6.29,232,11,75,0,0,233,0,0,0,0,106,20,104,0,172,65,0,232,202,31,0,0,232,18,20,0,0,15,183,240,106,2,232,158,74,0,0,89,184,77,90,0,0,102,57,5,0,0,64,0,116,4,51,219,235,51,161,60,0,64,0,129,184,0,6,125,5,0.04,14,1,24
autorunsc.exe,1,0,1,0,0,0,0,1,682666,4194304,4096,5,1,659456,352768,1024,291328,0,1048576,4096,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.001,0,1,1.003,0.507,0,6.099,2.413,4.566,4.399,5.85,6.099,232,172,168,0,0,233,123,254,255,255,85,139,236,129,236,40,3,0,0,161,160,165,71,0,51,197,137,69,252,131,125,8,255,87,116,9,255,117,8,232,164,55,0,0,89,131,165,224,252,255,255,0,141,133,228,252,255,255,106,76,106,0,80,232,15,222,3,0.014,38,0,636
Autoruns.exe,1,0,1,0,0,0,0,1,776609,4194304,4096,5,1,741376,424960,1024,303616,0,1048576,4096,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.017,0.458,0,6.099,2.738,4.566,4.482,5.942,6.099,232,34,166,0,0,233,127,254,255,255,85,139,236,129,236,40,3,0,0,161,240,204,72,0,51,197,137,69,252,131,125,8,255,87,116,9,255,117,8,232,39,55,0,0,89,131,165,224,252,255,255,0,141,133,228,252,255,255,106,76,106,0,80,232,15,373,6,0.016,43,0,636
BatteryInfoView.exe,0,0,0,0,0,0,0,0,82031,4194304,4096,4,0,94208,46080,1024,32768,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.011,0,1,1.033,0.174,0,6.029,3.045,4.138,3.865,5.09,6.029,106,112,104,192,211,64,0,232,6,2,0,0,51,255,87,255,21,116,208,64,0,102,129,56,77,90,117,31,139,72,60,3,200,129,57,80,69,0,0,117,18,15,183,65,24,61,11,1,0,0,116,31,61,11,2,0,0,116,5,137,125,228,235,39,10,213,4,0.019,7,0,156
Bginfo.exe,1,0,1,0,0,0,0,1,3027784,4194304,4096,5,1,3063808,2148864,1024,899072,0,1048576,4096,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.005,0.405,0,6.271,4.745,4.852,4.258,6.261,6.271,232,191,233,0,0,233,57,254,255,255,86,106,4,106,32,232,150,241,0,0,89,89,139,240,86,255,21,104,229,96,0,163,208,25,107,0,163,204,25,107,0,133,246,117,5,106,24,88,94,195,131,38,0,51,192,94,195,106,12,104,144,96,105,0,23,860,9,0.01,48,0,182
blinds.exe,0,0,0,0,0,0,0,0,66614,4194304,4096,4,0,57344,12288,1024,27136,2048,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.017,1,1,21.333,0,0,5.607,0.442,4.876,2.775,4.707,5.607,131,236,12,199,5,24,102,64,0,1,0,0,0,232,46,25,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,24,102,64,0,0,0,0,0,232,14,25,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,11,123,4,0.033,3,1,30
BlueScreenView.exe,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,118784,56320,4096,45568,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.004,0,1,1.016,0.457,0,6.057,3.435,4.151,3.861,5.653,6.057,106,112,104,16,244,64,0,232,6,2,0,0,51,255,87,255,21,160,240,64,0,102,129,56,77,90,117,31,139,72,60,3,200,129,57,80,69,0,0,117,18,15,183,65,24,61,11,1,0,0,116,31,61,11,2,0,0,116,5,137,125,228,235,39,10,232,4,0.017,-1,1,174
blur.exe,0,0,0,0,0,0,0,0,38708,4194304,4096,4,0,53248,9216,1024,21504,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.03,1,1,25.6,0,0,5.755,0.396,4.874,2.754,4.222,5.755,131,236,12,199,5,24,100,64,0,1,0,0,0,232,222,13,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,24,100,64,0,0,0,0,0,232,190,13,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,6,76,4,0.053,20,1,30
blur-gauss.exe,0,0,0,0,0,0,0,0,59437,4194304,4096,4,0,73728,22528,1024,39424,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.006,1,1,18.286,0,0,5.776,0.725,4.889,2.788,4.88,5.776,131,236,12,199,5,152,164,64,0,1,0,0,0,232,126,61,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,152,164,64,0,0,0,0,0,232,94,61,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,10,122,4,0.033,5,1,30
blur-gauss-selective.exe,0,0,0,0,0,0,0,0,95560,4194304,4096,4,0,65536,19456,1024,34304,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.022,1,1,16,0,0,5.983,0.716,4.908,2.732,4.971,5.983,131,236,12,199,5,24,132,64,0,1,0,0,0,232,94,50,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,24,132,64,0,0,0,0,0,232,62,50,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,10,117,4,0.034,5,1,30
blur-motion.exe,0,0,0,0,0,0,0,0,89416,4194304,4096,4,0,65536,19968,1024,35840,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.026,1,1,18.286,0,0,5.564,0.537,4.888,2.784,5.026,5.564,131,236,12,199,5,88,132,64,0,1,0,0,0,232,206,51,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,88,132,64,0,0,0,0,0,232,174,51,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,10,141,4,0.028,5,1,30
border-average.exe,0,0,0,0,0,0,0,0,53467,4194304,4096,4,0,57344,10240,1024,24576,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.015,1,1,16,0,0,5.59,0.475,4.895,2.749,4.467,5.59,131,236,12,199,5,152,100,64,0,1,0,0,0,232,78,18,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,152,100,64,0,0,0,0,0,232,46,18,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,11,119,4,0.034,2,1,30
bump-map.exe,0,0,0,0,0,0,0,0,86709,4194304,4096,4,0,65536,20480,1024,36864,2048,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.014,1,1,21.333,0,0,5.724,0.546,4.882,2.795,5.216,5.724,131,236,12,199,5,88,134,64,0,1,0,0,0,232,222,54,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,88,134,64,0,0,0,0,0,232,190,54,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,11,145,4,0.028,4,1,30
bzip2.exe,0,0,0,0,0,0,0,0,56328,4194304,4096,4,0,69632,19456,1024,32768,5632,2097152,4096,4096,6,3,0.667,1,5,0,1,5,0,0,0,0,0,0,0,1.024,1,1,25.6,0,0,5.726,0.749,-1,2.765,3.747,5.726,131,236,12,199,5,152,179,64,0,0,0,0,0,232,110,41,0,0,131,196,12,233,118,252,255,255,144,144,144,144,144,144,85,137,229,131,236,24,161,76,96,64,0,133,192,116,60,199,4,36,0,112,64,0,255,21,212,209,64,0,131,236,4,133,3,78,4,0.051,8,0,-1
bzz.exe,0,0,0,0,0,0,0,0,46275,4194304,4096,4,0,65536,34816,1024,43520,3584,2097152,4096,4096,6,1,0.857,1,5,0,1,5,0,0,0,0,0,0,0,1.008,1,1,16,0,0,5.901,0.613,-1,2.652,4.685,5.901,131,236,12,199,5,64,192,64,0,0,0,0,0,232,14,17,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,85,137,229,131,236,24,161,80,160,64,0,133,192,116,60,199,4,36,32,176,64,0,255,21,196,210,64,0,186,0,0,0,5,103,5,0.049,30,1,-1
Cacheset.exe,0,0,0,0,0,0,0,0,185413,4194304,4096,4,0,155648,24576,4096,126976,0,1048576,4096,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.007,0,1,1.515,0.957,0,6.436,5.283,2.4,3.769,5.954,6.436,85,139,236,106,255,104,120,113,64,0,104,200,78,64,0,100,161,0,0,0,0,80,100,137,37,0,0,0,0,131,236,88,83,86,87,137,101,232,255,21,204,112,64,0,51,210,138,212,137,21,244,45,66,0,139,200,129,225,255,0,0,0,137,13,6,87,12,0.138,7,1,26
calc.exe,1,0,1,0,0,0,0,1,834864,16777216,4096,6,1,786432,339456,1024,435712,0,262144,8192,4096,4,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.001,0,0,1.019,1,0,6.073,1.19,7.379,3.74,6.866,6.073,232,75,253,255,255,106,88,104,232,46,1,1,232,235,153,255,255,51,219,137,93,228,137,93,252,141,69,152,80,255,21,76,17,0,1,199,69,252,254,255,255,255,199,69,252,1,0,0,0,100,161,24,0,0,0,139,112,4,191,104,74,5,1,106,16,379,3,0.008,5,0,382
cartoon.exe,0,0,0,0,0,0,0,0,55853,4194304,4096,4,0,61440,16384,1024,31744,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.004,1,1,21.333,0,0,5.776,0.849,4.878,2.754,4.959,5.776,131,236,12,199,5,152,116,64,0,1,0,0,0,232,238,37,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,152,116,64,0,0,0,0,0,232,206,37,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,11,115,4,0.035,3,1,30
channel-mixer.exe,0,0,0,0,0,0,0,0,52549,4194304,4096,4,0,65536,19968,1024,36864,1536,2097152,4096,4096,7,2,0.778,1,6,0,1,6,0,0,0,0,0,0,0,1.013,1,1,18.286,0,0,5.615,0.382,4.891,2.743,5.134,5.615,131,236,12,199,5,88,132,64,0,1,0,0,0,232,222,55,0,0,131,196,12,233,166,252,255,255,141,182,0,0,0,0,131,236,12,199,5,88,132,64,0,0,0,0,0,232,190,55,0,0,131,196,12,233,134,252,255,255,144,144,144,144,144,144,10,153,4,0.026,5,1,30
CheckDisk.exe,1,0,1,0,0,0,0,1,85681,4194304,4096,5,0,40960,3072,1024,26112,0,1048576,4096,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.018,0,1,1.141,0.399,0,5.727,1.918,4.246,3.874,5.552,5.727,232,147,4,0,0,233,55,253,255,255,59,13,40,48,64,0,117,2,243,195,233,21,5,0,0,139,255,85,139,236,246,69,8,2,87,139,249,116,37,86,104,68,27,64,0,141,119,252,255,54,106,12,87,232,69,1,0,0,246,69,8,1,116,7,6,95,0,0,1,0,44
