alienyze_Clockres.exe,1,0,1,0,0,0,0,1,154163,4194304,4096,5,1,378625,65536,1024,65024,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.51,3,4,1.171,0,0,0,0,3.683,3.796,2.858,6.115,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,14
alienyze_cmd.exe,1,0,1,0,0,0,0,1,359229,1255145472,4096,6,1,828157,142848,1024,158720,0,1048576,1036288,4096,3,1,0.75,2,3,2,2,3,2,0,1,0,1,1,0,0.505,2,3,1.013,0,0,0,0,4.001,3.828,2.491,4.513,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,68
alienyze_ComIntRep.exe,1,0,0,0,0,0,0,1,1627718,4194304,4096,5,1,3711745,581632,1024,1533440,0,4194304,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.502,3,4,1,0,0,0,0,6.517,4.096,4.514,6.538,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,1230
alienyze_Contig.exe,0,0,1,0,0,0,0,1,294187,4194304,4096,5,1,933633,162304,1024,283648,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.505,3,4,1.208,0,0,0,0,3.64,3.925,2.415,6.215,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,14
alienyze_Coreinfo.exe,1,0,1,0,0,0,0,1,892335,4194304,4096,5,1,1695489,92672,1024,799744,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.503,3,4,1.001,0,0,0,0,3.453,3.836,2.53,3.02,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,24
alienyze_cpuz_x32.exe,0,0,0,0,0,0,0,1,3240184,4194304,4096,5,0,6397697,1161216,1024,2016256,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.501,3,4,1,0,0,0,0,6.712,4.124,4.23,6.431,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,970
alienyze_DarkNamer.exe,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,209665,45056,4096,32768,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.519,3,4,1.184,0,0,0,0,2.945,3.555,3.088,5.889,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,60
alienyze_dat2file.exe,0,0,0,0,0,0,0,0,94877,4194304,4096,4,0,129809,25600,1024,32256,3072,2097152,4096,4096,6,3,0.667,2,9,2,2,9,2,0,1,0,1,1,0,0.536,7,8,16,0,0,0,0,-1,2.501,2.595,6.332,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,-1
alienyze_DatabaseEditor.exe,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,109305,27648,512,6144,0,1048576,4096,8192,2,1,0.667,2,2,2,2,2,2,0,1,0,1,1,0,0.54,1,2,1.026,0,0,0,-1,5.281,2.532,3.074,6.516,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,26
alienyze_Dbgview.exe,0,0,0,0,0,0,0,1,504430,4194304,4096,5,0,1066753,206848,1024,253440,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.505,3,4,1.002,0,0,0,0,5.969,3.595,3.692,6.654,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,214
alienyze_Desktops.exe,1,0,1,0,0,0,0,1,154549,4194304,4096,5,0,315137,66048,1024,43008,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.513,3,4,1.007,0,0,0,0,3.691,3.564,3.099,6.63,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,76
alienyze_dfrgui.exe,1,0,1,0,0,0,0,1,594129,16777216,4096,6,1,803581,99328,1024,487424,0,262144,8192,4096,3,1,0.75,2,3,2,2,3,2,0,1,0,1,1,0,0.511,2,3,1.001,0,0,0,0,6.15,3.827,5.102,6.837,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,226
alienyze_disk2vhd.exe,1,0,1,0,0,0,0,1,7198898,4194304,4096,5,0,9916161,248832,1024,6877696,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.501,3,4,1,0,0,0,0,2.104,3.56,2.093,2.114,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,82
alienyze_diskext.exe,1,0,1,0,0,0,0,1,182879,4194304,4096,5,1,387841,67584,1024,66048,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.51,3,4,1.143,0,0,0,0,3.776,3.841,2.905,6.213,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,14
alienyze_Diskmon.exe,0,0,0,0,0,0,0,0,280941,4194304,4096,4,0,647937,77824,4096,159744,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.506,3,4,1.029,0,0,0,0,3.545,3.905,3.013,6.438,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,120
alienyze_DiskView.exe,0,0,0,0,0,0,0,1,639394,4194304,4096,5,0,2142977,206336,1024,1424384,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.505,3,4,1.001,0,0,0,0,6.211,3.711,2.517,6.659,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,78
alienyze_doc2x.exe,1,0,1,0,1,0,0,1,71814,4194304,8192,4,0,70393,8192,512,27648,0,1048576,4096,8192,2,1,0.667,2,2,2,2,2,2,0,1,0,1,1,0,0.614,1,2,1.001,0,0,0,-1,5.793,2.569,4.134,5.927,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,58
alienyze_DriverView.exe,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,180993,38912,4096,22016,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.524,3,4,1.02,0,0,0,0,4.15,3.519,3.101,6.471,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,124
alienyze_du.exe,1,0,1,0,0,0,0,1,180060,4194304,4096,5,1,462593,82432,1024,77824,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.508,3,4,1.143,0,0,0,0,3.776,3.961,2.928,6.234,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,14
alienyze_ESEDatabaseView.exe,0,0,0,0,0,0,0,0,135896,4194304,4096,4,0,276225,62464,1024,36352,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.515,3,4,1.022,0,0,0,0,4.635,3.701,2.769,6.122,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,140
alienyze_EventLogChannelsView.exe,0,0,0,0,0,0,0,0,125289,4194304,4096,4,0,258817,55808,1024,44032,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.517,3,4,1.004,0,0,0,0,4.892,3.647,3.247,6.375,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,176
alienyze_Everything.exe,0,0,0,0,0,0,0,0,1689401,4194304,4096,4,0,4900609,1332224,1024,321536,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.501,3,4,1.002,0,0,0,0,4.235,3.909,3.131,6.656,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,106
alienyze_FastHash_kr.exe,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,1345281,339456,1024,136192,0,524288,131072,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.503,3,4,1.003,0,0,0,0,4.959,3.842,3.127,6.485,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,404
alienyze_FileAssociation.exe,1,0,1,0,0,0,0,1,84117,4194304,4096,5,1,193281,38400,1024,24064,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.521,3,4,1.171,0,0,0,0,4.463,3.491,2.846,6.239,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,14
alienyze_FindLinks.exe,0,0,1,0,0,0,0,1,184107,4194304,4096,5,1,413441,72192,1024,66048,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.509,3,4,1.129,0,0,0,0,3.789,3.796,2.901,6.193,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,14
alienyze_FolderTimeUpdate.exe,0,0,0,0,0,0,0,0,140793,4194304,4096,4,0,227073,47104,1024,40960,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.52,3,4,1.018,0,0,0,0,4.992,3.693,3.302,6.398,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,156
alienyze_ftp.exe,1,0,1,0,0,0,0,1,107858,16777216,4096,6,1,145149,34304,1024,27136,0,262144,8192,4096,3,1,0.75,2,3,2,2,3,2,0,1,0,1,1,0,0.532,2,3,1.032,0,0,0,0,4.312,3.67,2.658,6.424,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,20
alienyze_FullEventLogView.exe,0,0,0,0,0,0,0,0,164088,4194304,4096,4,0,298753,67584,1024,43520,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.514,3,4,1.004,0,0,0,0,4.845,3.679,3.22,6.385,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,184
alienyze_geek.exe,0,0,1,0,0,0,0,1,6268317,4194304,4096,5,1,10584833,1693696,1024,4558848,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.501,3,4,1,0,0,0,0,6.224,4.35,4.603,6.443,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,874
alienyze_grepWin-1.9.0_portable.exe,1,0,1,0,0,0,0,1,1174185,4194304,4096,6,0,3079937,822784,1024,321536,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.501,3,4,1.002,0,0,0,0,3.044,4.423,3.135,6.516,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,116
alienyze_handle.exe,0,0,1,0,0,0,0,1,466213,4194304,4096,5,1,782081,90112,1024,377856,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.508,3,4,1.002,0,0,0,0,6.065,3.897,4.102,6.165,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,24
alienyze_HashCalc.exe,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,1512193,417792,4096,110592,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.502,3,4,1.181,0,0,0,0,3.498,3.833,3.148,6.695,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,152
alienyze_Hasher.exe,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,1784589,530432,1024,124416,0,1048576,16384,4096,4,4,0.5,2,7,2,2,7,2,0,1,1,1,1,0,0.502,6,7,1,0,0,-1,-1,6.06,2.169,3.177,6.484,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,-1
alienyze_Hash.exe,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,124673,18432,1024,42496,0,1048576,4096,4096,4,1,0.8,2,4,2,2,4,2,0,1,0,1,1,0,0.548,3,4,1.096,0,0,0,0,5.275,3.685,2.483,6.773,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,32
alienyze_HDDScan.exe,0,0,0,0,0,0,0,0,0,4194304,4096,5,0,16809753,4730368,1024,2393600,0,1048576,16384,4096,8,3,0.727,3,10,3,3,10,3,0,1,0,1,1,0,0.5,9,10,1,0,0,0,0,6.634,2.257,3.529,6.407,85,139,236,129,236,96,1,0,0,83,86,100,161,48,0,0,0,137,133,112,255,255,255,139,141,112,255,255,255,139,81,12,137,85,172,139,69,172,139,72,12,139,81,40,137,85,204,199,69,176,0,0,0,0,199,69,148,0,0,0,0,139,69,176,-1,-1,-1,-1,-1,1,-1
