name,write_execute_size,number_total_entropy,max_total_entropy,min_total_entropy,delta_total_entropy,mean_total_entropy,median_total_entropy,variance_total_entropy,stdev_total_entropy,number_oep_section_entropy,max_oep_section_entropy,min_oep_section_entropy,delta_oep_section_entropy,mean_oep_section_entropy,median_oep_section_entropy,variance_oep_section_entropy,stdev_oep_section_entropy,initial_iat_dll,initial_iat_func,initial_iat_malicious_func,reconstructed_iat_dll,reconstructed_iat_func,reconstructed_iat_malicious_func,initial_iat_called_generic_func,initial_iat_called_malicious_func,initial_iat_called_all_func,dynamic_called_generic_func,dynamic_called_malicious_func,dynamic_called_all_func,discovered_called_generic_func,discovered_called_malicious_func,discovered_called_all_func,number_add_exec_permission,number_add_write_permisison,executed_byte_0,executed_byte_1,executed_byte_2,executed_byte_3,executed_byte_4,executed_byte_5,executed_byte_6,executed_byte_7,executed_byte_8,executed_byte_9,executed_byte_10,executed_byte_11,executed_byte_12,executed_byte_13,executed_byte_14,executed_byte_15,executed_byte_16,executed_byte_17,executed_byte_18,executed_byte_19,executed_byte_20,executed_byte_21,executed_byte_22,executed_byte_23,executed_byte_24,executed_byte_25,executed_byte_26,executed_byte_27,executed_byte_28,executed_byte_29,executed_byte_30,executed_byte_31,executed_byte_32,executed_byte_33,executed_byte_34,executed_byte_35,executed_byte_36,executed_byte_37,executed_byte_38,executed_byte_39,executed_byte_40,executed_byte_41,executed_byte_42,executed_byte_43,executed_byte_44,executed_byte_45,executed_byte_46,executed_byte_47,executed_byte_48,executed_byte_49,executed_byte_50,executed_byte_51,executed_byte_52,executed_byte_53,executed_byte_54,executed_byte_55,executed_byte_56,executed_byte_57,executed_byte_58,executed_byte_59,executed_byte_60,executed_byte_61,executed_byte_62,executed_byte_63,GetProcAddress,LoadLibrary,Exitprocess,GetModuleHandle,VirtualAlloc,VirtualFree,GetModuleFilename,CreateFile,RegQueryValueEx,MessageBox,GetCommandLine,VirtualProtect,GetStartupInfo,GetStdHandle,RegOpenKeyEx
mew_ntfsinfo.exe,-1,1041,7.995255079664429,4.932509510238932,3.0627455694254975,6.79162425893969,6.8706871612595135,0.24722757832761733,0.49721984908852673,1041,7.995255079664429,6.7867085984704305,1.2085464811939985,7.5145369957776085,7.965551119005215,0.32440512539432304,0.5695657340415793,1,2,1,6,217,2,1,1,2,20,0,20,684,1,685,-1,-1,233,79,18,253,255,190,28,48,66,0,139,222,173,173,80,173,151,178,128,164,182,128,255,19,164,182,128,255,19,2,210,117,219,138,22,235,212,70,18,210,195,115,249,164,182,128,255,19,2,210,117,219,195,115,249,164,182,128,255,19,2,210,117,219,262,0,0,0,0,0,0,0,0,0,0,0,0,11,0
upx_ComIntRep.exe,-1,15830,7.906073949442707,2.5811328132926983,5.3249411361500085,6.069172607336325,6.147345691939206,1.1179540268046988,1.0573334510951116,14628,7.923636334057399,4.859596299985098,3.064040034072301,5.68476297681231,4.896300594367932,1.6690817464793208,1.2919294665264511,11,13,2,0,737,5,5,2,7,38,0,38,785,4,789,-1,-1,96,190,0,192,80,0,141,190,0,80,239,255,199,135,24,44,18,0,10,171,85,70,87,235,17,139,30,131,238,252,17,219,114,237,139,30,131,238,252,17,219,114,237,138,6,70,136,7,71,1,219,117,7,136,7,71,1,219,117,7,114,237,138,6,817,0,0,0,20,3,0,0,0,0,0,4,0,8,0
rlpack_PUTTYGEN_32.exe,-1,1600,7.953603954095559,1.6853272390531795,6.268276715042379,6.021875008069066,7.126737345693304,3.729795779836942,1.9312679202629919,1600,7.9593927572940455,2.548987318362832,5.410405438931214,6.487602166026273,7.795886103496529,4.460198841812852,2.111918284833211,5,9,4,6,260,2,3,4,7,23,0,23,780,4,784,-1,-1,96,232,0,0,0,0,139,44,36,131,196,4,131,124,36,40,1,117,12,139,133,220,12,0,0,139,133,220,12,0,0,137,133,224,12,0,0,232,135,1,0,0,137,133,224,12,0,0,232,135,1,0,0,96,139,133,224,12,0,0,3,64,60,139,320,0,0,0,4,6,0,0,0,0,0,4,0,10,0
themida_pagecurl.exe,-1,6413,7.9489228781377,1.2017731325173588,6.747149745620341,5.449080200839835,6.161219304859475,3.4655946124049346,1.8616107574906562,1179,7.951892461550845,7.951892461550845,0.0,7.951892461550845,7.951892461550845,0.0,0.0,13,13,0,2,187,0,4,0,4,21,0,21,742,5,747,-1,-1,232,75,1,0,0,88,83,81,82,86,87,85,137,195,131,235,5,185,24,185,65,0,41,203,80,184,1,160,26,0,1,216,131,56,0,116,3,131,56,0,116,3,88,185,151,1,0,0,131,233,5,1,193,83,106,0,83,106,0,81,255,208,83,137,385,0,0,0,34,24,0,0,0,0,0,41,0,5,0
upx_handle.exe,-1,5063,7.922689334238999,2.343455360431902,5.5792339738070975,5.126027404980187,5.585200192905747,2.0616695400457195,1.4358515034799801,4062,7.934316682639804,5.858781278166667,2.075535404473137,6.381237073517181,5.860306128694653,0.762274197194211,0.8730831559446162,6,9,2,0,236,2,3,2,5,22,2,24,682,2,684,-1,-1,96,190,0,208,68,0,141,190,0,64,251,255,87,235,11,139,30,131,238,252,17,219,114,237,139,30,131,238,252,17,219,114,237,138,6,70,136,7,71,1,219,117,7,136,7,71,1,219,117,7,114,237,138,6,70,136,7,71,1,219,117,7,114,237,281,0,0,0,0,0,0,0,0,0,0,4,0,13,0
aspack_handle.exe,-1,6800,7.979313160264379,5.9268656123027545,2.0524475479616244,6.50574015397392,6.08616808908441,0.36779099066092524,0.6064577402102518,6634,5.969568571370652,4.52584651071304,1.4437220606576116,4.543545302598183,4.543684189675577,0.0003280336001458921,0.0181116978813664,6,8,1,0,239,5,4,1,5,20,0,20,686,4,690,-1,-1,96,232,3,0,0,0,93,69,85,195,235,4,232,1,0,0,0,93,187,237,255,255,255,3,221,129,235,0,64,7,0,131,189,136,4,0,0,0,137,157,136,4,0,0,15,133,203,3,0,0,137,157,136,4,0,0,15,133,203,3,0,0,141,133,284,0,0,0,5,5,0,0,0,0,0,5,0,11,0
yoda-crypter_Dbgview.exe,-1,606,7.361416422164366,3.3154069354425015,4.046009486721864,5.874903088219593,6.415415379242086,1.4261781141694143,1.194226994406597,501,7.876986462758333,5.019941735917449,2.8570447268408836,5.128524578411081,5.106827748189248,0.03654401349953317,0.1911648856341906,1,2,1,8,366,5,1,1,2,1,0,1,327,2,329,-1,-1,85,139,236,83,86,87,96,232,0,0,0,0,93,129,237,108,40,64,0,185,93,52,64,0,129,233,198,40,64,0,139,213,129,194,198,40,64,0,141,58,139,247,51,192,235,4,172,42,193,192,200,204,235,1,248,192,200,95,235,1,144,4,152,248,391,0,0,0,0,0,0,0,0,0,0,1,0,2,0
neolite_pslist.exe,-1,3244,6.720225613066308,4.140859921294175,2.579365691772133,5.10276346308902,5.069063258004582,0.07860669022000953,0.28036884673588386,2206,6.665683820698674,4.891335817013585,1.7743480036850885,4.9108192284978465,4.893549858436345,0.02512040613246444,0.15849418327643586,5,107,2,1,105,1,36,2,38,20,0,20,598,1,599,-1,-1,233,166,0,0,0,139,68,36,4,35,5,17,208,66,0,232,237,4,0,0,83,81,82,86,87,200,56,3,0,80,129,237,130,0,0,0,141,149,78,254,255,255,184,223,208,66,0,139,29,9,208,66,0,232,120,9,0,0,83,81,137,195,137,208,140,0,0,0,0,0,0,0,0,0,0,0,0,5,0
aspack_ctrl2cap.exe,-1,8882,7.822111318115456,3.8145756078377784,4.007535710277677,5.62754337131264,5.747424056907724,0.36395065736077814,0.6032832314599653,8882,5.89935522017138,3.8145756078377784,2.0847796123336013,3.8358628862331168,3.8374728979635586,0.0005020991020020835,0.022407567962679117,5,7,1,3,166,5,3,1,4,19,0,19,663,4,667,-1,-1,96,232,3,0,0,0,93,69,85,195,235,4,232,1,0,0,0,93,187,237,255,255,255,3,221,129,235,0,64,2,0,131,189,136,4,0,0,0,137,157,136,4,0,0,15,133,203,3,0,0,137,157,136,4,0,0,15,133,203,3,0,0,141,133,214,0,0,0,6,4,0,0,0,0,0,5,0,8,0
upx_accesschk.exe,-1,5698,7.912404877680138,3.3754805268741666,4.536924350805972,4.689450582408517,4.521847639095347,1.0767406269397852,1.0376611330004537,4464,7.935371958221751,3.1002932716029292,4.835078686618822,4.592333752267843,3.1002932716029292,4.901559256884731,2.213946534332916,8,11,2,1,283,2,0,0,0,19,1,20,715,3,718,-1,-1,96,190,0,80,48,1,141,190,0,192,246,255,87,235,11,139,30,131,238,252,17,219,114,237,139,30,131,238,252,17,219,114,237,138,6,70,136,7,71,1,219,117,7,136,7,71,1,219,117,7,114,237,138,6,70,136,7,71,1,219,117,7,114,237,290,0,0,0,0,0,0,0,0,0,0,2,0,8,0
molebox_FastHash_kr.exe,-1,739,7.704159766597097,2.5481197442965513,5.156040022300545,4.874010483515547,5.411541745146032,1.41189184716605,1.1882305530350792,452,7.891890976383406,6.388479400958479,1.503411575424927,6.662335768636721,6.388479400958479,0.22753696335486792,0.47700834725911023,2,21,1,0,189,4,5,1,6,39,1,40,623,2,625,-1,-1,232,0,0,0,0,96,232,79,0,0,0,232,110,251,255,255,232,235,251,255,255,85,139,236,131,236,112,86,87,106,0,255,21,24,176,72,0,137,69,232,104,64,212,0,0,106,64,255,21,20,176,72,0,137,69,248,139,69,12,45,250,3,0,0,196,0,0,0,3,3,0,0,0,0,0,0,0,2,0
fsg_mtinst.exe,-1,164,6.284060392406745,1.5058723547948178,4.778188037611927,1.8093386110282812,1.7887802569662503,0.12548414646684702,0.354237415396577,5,4.628916078217192,0.8201229618365788,3.8087931163806132,1.5875007960187546,0.8294883133466675,2.890706107711108,1.7002076660546817,1,2,1,0,0,0,0,0,0,0,0,0,147,1,148,-1,-1,187,208,1,64,0,191,0,16,64,0,190,218,164,19,1,83,232,10,0,0,0,252,178,128,164,106,2,91,255,20,36,164,106,2,91,255,20,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
exe32pack_color-cube-analyze.exe,-1,1066,6.7818477643566295,4.782790859558444,1.9990569047981852,6.310131372961534,6.5057549711214575,0.28153583311648356,0.5305995035019195,961,7.079663826642726,6.316954246918509,0.7627095797242172,6.771028289135364,6.782040068338338,0.006879539032451781,0.08294298663812258,10,2,1,1,286,2,1,1,2,5,0,5,541,3,544,-1,-1,59,192,116,2,85,59,192,116,2,83,59,201,116,1,86,59,210,116,2,87,232,0,0,0,0,59,219,116,1,93,139,213,129,237,236,58,64,0,59,228,116,2,43,149,253,59,64,0,129,234,44,0,0,0,128,189,56,60,64,0,0,116,24,59,475,0,0,0,0,0,0,0,0,0,0,25,0,5,0
enigmavb_ADInsight.exe,-1,1003,7.184535881718614,3.381355685514333,3.803180196204281,6.325118761943543,6.063102705414269,0.42849596841702814,0.6545960345258961,302,6.536498167766087,6.092139641921234,0.44435852584485325,6.437550533199672,6.446643842058584,0.0032840125144034953,0.057306304316396946,8,170,5,8,560,2,87,5,92,18,0,18,730,4,734,-1,-1,85,139,236,131,196,196,184,88,191,133,0,232,220,12,253,255,186,160,208,133,0,131,125,12,1,117,42,80,82,198,5,100,6,134,0,1,139,77,8,137,13,104,6,134,0,137,74,4,199,66,8,0,0,0,0,199,66,12,0,0,0,0,232,193,613,0,0,0,40,44,0,0,0,0,0,1320,0,7,0
