name,dll1,dll2,dll3,dll4,dll5,dll6,dll7,dll8,checksum,image_base,base_of_code,major_version,minor_version,image_size,code_size,headers,size_InitializedData,size_UninitializedData,size_StackReserve,size_StackCommit,section_alignement,standard_section,non_standard_section,ratio_standard_section,x_section,w_section,wx_section,rx_section,rw_section,wrx_section,code_not_exec,exec_not_code,no_code_section,ep_not_in_code,ep_not_in_standard,ep_not_in_exec,ratio_data_virt_size,zero_phys_size,virt_greater_data_size,max_ratio_data_virt,min_ratio_data_virt,data_addres_not_align,entropy_code,entropy_data,entropy_rsrc,entropy_header,entropy_file,entropy_ep,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,nb_dll_imported,nb_func_IDT,nb_malicious_api,ratio_malicious_func,nb_func_IAT,debug_dir,nb_rsrc
02faea4481281e7d6e4bd48f06e969b6a9854d4746525af6ccae7a9748b49b95,0,0,0,0,0,0,0,1,427346,4194304,4096,5,1,4689920,76800,1024,4621312,0,1048576,4096,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.002,0,1,1.003,0.039,0,6.225,7.894,3.631,4.117,0.823,6.225,232,153,59,0,0,233,137,254,255,255,139,255,85,139,236,131,236,32,139,69,8,86,87,106,8,89,190,252,18,64,0,141,125,224,243,165,137,69,248,139,69,12,95,137,69,252,94,133,192,116,12,246,0,8,116,7,199,69,244,0,64,153,1,141,3,118,7,0.059,2,1,244
03f51ffa9c987630724a451ad872f52bf97bd257ad06b58b6194f5dec29c8f13,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,925696,899584,512,1536,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,6.677,-1,2.78,2.777,6.593,6.677,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,24,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,48,0,1,0,0,0,1,0,8
0457877267dc59b12e52c15a7167ab493eb2a25cfb5daefb6c008144e9da5f43,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,856064,329728,1024,503808,0,1048576,16384,4096,5,3,0.625,1,4,0,1,4,0,0,1,1,1,1,0,1.001,2,2,21.333,0,0,-1,-1,7.147,2.294,6.865,6.272,85,139,236,131,196,236,51,192,137,69,236,184,28,20,69,0,232,243,70,251,255,51,192,85,104,141,22,69,0,100,255,48,100,137,32,141,85,236,161,56,48,69,0,139,0,232,86,231,255,255,139,69,236,128,120,3,109,116,48,161,56,48,69,0,15,359,23,0.064,-1,1,212
0484f64319255ae85abdf651326d516e0409a4b366b0a6ec80a1d3b6a6a10365,1,0,1,0,0,0,0,1,807713,4194304,4096,10,0,815104,25600,1024,769024,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.878,3.838,7.764,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
04a48f1ea58d9e0ee540bfe7cc4c0117c3724c91424c2afd35fcce4f88db7782,1,0,1,0,1,0,0,1,719371,4194304,4096,4,0,638976,26112,1024,162816,1024,1048576,4096,4096,4,1,0.8,1,2,0,1,2,0,0,0,0,0,0,0,1.017,1,2,1.026,0,0,6.191,4.059,4.323,3.447,5.964,6.191,129,236,132,1,0,0,83,86,87,51,219,104,1,128,0,0,137,92,36,24,199,68,36,16,152,161,64,0,137,92,36,32,198,68,36,20,32,255,21,184,128,64,0,255,21,188,128,64,0,37,255,255,255,191,102,61,6,0,163,44,244,66,0,116,7,159,8,0.05,13,1,78
0501d09a219131657c54dba71faf2b9d793e466f2c7fdf6b0b3c50ec5b866b2a,1,0,1,0,0,0,0,0,0,2147483648,4096,6,0,2719744,166912,1024,66048,0,1048576,4096,4096,5,2,0.714,2,1,0,2,1,0,0,1,0,0,0,0,1.001,0,1,1.471,0.371,0,6.346,2.662,-1,2.951,6.881,6.346,85,156,72,189,42,194,1,7,1,194,43,8,102,51,237,247,221,64,128,229,136,72,139,108,36,8,72,199,68,36,8,50,53,219,242,255,116,36,0,157,72,141,100,36,8,232,167,115,24,0,232,33,202,11,0,146,1,0,0,0,93,204,204,204,5,128,9,0.07,1,0,-1
050e0336e8dd0a3af979e5ff6102c4ed3a9543e5cf58becac31acbe2eee7065c,0,0,0,0,0,0,0,0,505765,4194304,4096,4,0,491520,380928,4096,106496,0,1048576,4096,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.011,0,1,1.046,0.112,0,5.813,0,5.855,3.591,5.529,5.813,104,216,172,64,0,232,240,255,255,255,0,0,0,0,0,0,48,0,0,0,80,0,0,0,64,0,0,0,207,218,120,48,154,110,88,73,168,113,144,208,34,213,180,60,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,114,111,106,1,169,0,0,170,1,34
0537f1a09008a8f00becd2199608a85a4dbac31acd09bfee781c1cec3e56b5fe,0,0,0,0,0,0,0,0,0,4194304,4096,1,0,65536,31232,1024,10240,0,1048576,16384,4096,5,3,0.625,1,4,0,1,4,0,0,1,1,1,1,0,1.008,2,2,21.333,0,0,-1,-1,3.176,2.116,4.418,6.189,85,139,236,51,201,81,81,81,81,81,81,81,81,83,184,204,134,64,0,232,216,198,255,255,187,76,166,64,0,51,192,85,104,128,136,64,0,100,255,48,100,137,32,184,4,166,64,0,232,87,170,255,255,83,104,8,166,64,0,106,0,106,0,106,7,77,19,0.247,-1,1,34
053f8f45cf4934064c8e2cb1f95c36c2f72985b9c87cd5098fde69f95f05b497,1,0,1,0,0,0,0,1,0,4194304,4096,6,0,315392,80384,1024,217600,0,1048576,4096,4096,4,1,0.8,2,1,0,2,1,0,0,1,0,0,0,0,1.006,0,1,1.102,0.987,0,6.206,5.864,-1,3.957,6.525,6.206,232,245,2,0,0,233,116,254,255,255,131,97,4,0,139,193,131,97,8,0,199,65,4,192,109,65,0,199,1,104,109,65,0,195,85,139,236,131,236,12,141,77,244,232,218,255,255,255,104,84,197,65,0,141,69,244,80,232,145,18,0,0,204,85,2,69,5,0.072,2,0,-1
054bf4c127bf529827a30eb246d24d7f4c0a8c610b6264e34160af91bc0ec855,1,0,1,0,0,0,0,1,0,4194304,4096,6,0,126976,68096,1024,37888,0,1048576,4096,4096,5,1,0.833,1,1,0,1,1,0,0,0,0,0,0,0,1.007,0,1,2.844,0.541,0,6.338,1.866,4.71,3.971,5.556,6.338,232,148,3,0,0,233,122,254,255,255,85,139,236,106,0,255,21,100,32,65,0,255,117,8,255,21,96,32,65,0,104,9,4,0,192,255,21,104,32,65,0,80,255,21,108,32,65,0,93,195,204,85,139,236,129,236,36,3,0,0,106,23,232,250,3,84,9,0.107,1,0,8
05b9b2ba7cef56b08f7d979f09119528e4de33b6165599c5f550b8c3c7a3f9d2,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,1122304,1092096,512,2560,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,6.094,-1,3.477,2.782,6.016,6.094,255,37,0,32,64,0,4,1,1,2,11,10,10,10,5,5,5,6,6,6,9,9,16,17,15,13,12,13,15,16,17,14,4,1,11,10,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14
05ecdaa3eb68ed8395f81ffb1c8f02bfe1f9a63e3cd7bab718f3b9ffa2944096,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,69632,34304,1024,10752,0,1048576,16384,4096,5,3,0.625,1,4,0,1,4,0,0,1,1,1,1,0,1.013,2,2,21.333,0,0,-1,-1,3.327,2.124,4.473,6.154,85,139,236,185,6,0,0,0,106,0,106,0,73,117,249,81,184,236,145,64,0,232,118,183,255,255,51,192,85,104,6,148,64,0,100,255,48,100,137,32,141,69,232,232,208,254,255,255,139,69,232,141,85,236,232,133,201,255,255,139,85,236,184,16,9,71,18,0.254,-1,1,38
062091e8dfcd454183cd27936fc78e170a8e52fd7229321ec40e912825e22684,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,770048,743936,512,5120,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.352,-1,6.698,2.819,7.305,7.352,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20
06a152194976346ea573394df32e58244ec5f1d9f97008d1fd69ae7146f47c4f,1,0,1,0,0,0,0,1,0,4194304,4096,6,0,311296,80384,1024,214016,0,1048576,4096,4096,4,1,0.8,2,1,0,2,1,0,0,1,0,0,0,0,1.006,0,1,1.105,0.987,0,6.202,5.844,-1,3.945,6.514,6.202,232,245,2,0,0,233,116,254,255,255,131,97,4,0,139,193,131,97,8,0,199,65,4,192,109,65,0,199,1,104,109,65,0,195,85,139,236,131,236,12,141,77,244,232,218,255,255,255,104,84,197,65,0,141,69,244,80,232,145,18,0,0,204,85,2,69,5,0.072,2,0,-1
06b2ab16e068ff058fd7b142d331ca7b694c4a311320c6a6aaee7acdd38b2402,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,983040,790016,512,164864,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.458,-1,4.401,2.822,7.074,7.458,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,58
06da4f2376263822172aeafefb3ab07e2d8faeded92ac9cfc79d1aac394be652,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,7168000,7067648,512,81920,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.969,-1,5.746,2.759,7.957,7.969,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,70
06dc6394565b70ac8efd2cc98225cf3ec9b5f7711e036189b186340c591e4f67,1,0,1,0,1,0,0,1,918232,4194304,8192,4,0,892928,875143,512,3072,0,1048576,4096,8192,2,0,1,1,0,0,1,0,0,0,0,0,1,1,1,-1,0,0,1.198,1,0,3.14,-1,4.908,2.684,3.145,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,16
0758146425c10208d3c8000b444e5f3d1ef203918e1b60a9f9f01214564fb9c5,1,0,1,0,0,0,0,1,0,4194304,4096,6,0,667648,520704,1024,130048,0,1048576,4096,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.001,0,1,1.067,0.622,0,6.325,3.718,4.714,4.1,6.289,6.325,232,134,4,0,0,233,116,254,255,255,85,139,236,129,236,36,3,0,0,83,106,23,255,21,24,18,72,0,133,192,116,5,139,77,8,205,41,106,3,232,163,1,0,0,199,4,36,204,2,0,0,141,133,220,252,255,255,106,0,80,232,7,47,0,6,194,10,0.052,5,0,8
07e5075ead822797b238e3a14b05921cbdce0e126166870fdb12b8b404e8db37,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,425984,402762,512,2560,0,1048576,4096,8192,2,0,1,1,0,0,1,0,0,0,0,0,1,1,1,-1,0,0,1.058,1,0,4.715,-1,4.735,2.645,4.606,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,16
07f678a2738900d3046868e70cddd95171240f3319c24dba741f95d5763932a5,0,0,0,0,0,0,0,0,178126,4194304,4096,4,0,126976,110592,4096,12288,0,1048576,4096,4096,3,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.016,0,1,1.825,0.799,0,6.514,0,1.569,3.529,6.143,6.514,104,180,69,65,0,232,240,255,255,255,0,0,0,0,0,0,48,0,0,0,64,0,0,0,0,0,0,0,169,211,118,115,1,33,254,67,130,114,147,24,107,202,148,115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,114,111,106,1,89,0,0,90,1,28
085758594b8004ffcd2c0b7413d67c3fd8024d8915aac54b95db59609c7bd55d,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,32768,5632,512,13824,0,1048576,4096,8192,2,0,1,1,0,0,1,0,0,0,0,0,1,1,1,-1,0,0,1.014,1,0,5.385,-1,5.231,2.418,3.954,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,46
0871bd3afd1a0b5cc15b3dae103e3519235ebc9f9beb229bcd7f8103f65cdb91,1,0,1,0,0,0,0,1,917237,4194304,4096,10,0,888832,25600,1024,840704,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.888,3.822,7.777,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
0875f2085b2f40b96db96d317cfdd1d870541182d4200de33fae9cbefaf07797,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,1105920,1074176,512,2048,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,42.667,1,0,7.158,-1,3.699,2.698,7.071,7.158,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,14
08960b36601485c4589ad186cc3dea99dfbfe15b40e3d2615747791fdf137674,1,0,1,0,0,0,0,1,0,1073741824,4096,6,0,593920,404480,1024,168448,0,1048576,4096,4096,6,1,0.857,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1.471,0.408,0,5.635,2.689,4.718,3.787,5.54,5.635,72,137,76,36,8,72,131,236,40,232,98,253,255,255,72,131,196,40,195,204,204,204,204,204,204,204,204,204,204,204,204,204,72,137,84,36,16,72,137,76,36,8,72,131,236,56,72,139,68,36,64,72,137,68,36,16,72,139,68,36,16,72,99,64,3,94,7,0.074,1,0,8
08a0affd61847d592229e688c807f958c18916c8e11d2eeeef14a255ddfd339c,1,0,1,0,1,0,0,1,0,4194304,8192,4,0,458752,427008,512,8704,0,1048576,4096,8192,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1.001,0,0,42.667,1.001,0,7.072,-1,7.382,2.754,6.929,7.072,255,37,0,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,26
08b8668c1c976afd120ca53dc72123bda5ce5e4e73aa415d0011fecdccb8b3ca,1,0,1,0,0,0,0,1,0,4194304,4096,6,0,315392,80384,1024,217600,0,1048576,4096,4096,4,1,0.8,2,1,0,2,1,0,0,1,0,0,0,0,1.006,0,1,1.102,0.987,0,6.206,5.864,-1,3.957,6.525,6.206,232,245,2,0,0,233,116,254,255,255,131,97,4,0,139,193,131,97,8,0,199,65,4,192,109,65,0,199,1,104,109,65,0,195,85,139,236,131,236,12,141,77,244,232,218,255,255,255,104,84,197,65,0,141,69,244,80,232,145,18,0,0,204,85,2,69,5,0.072,2,0,-1
08d35da19df385f60fd842308a6c0f7c84eccc8dbcefda02e7c099939e1a8b36,1,0,1,0,0,0,0,1,859799,4194304,4096,10,0,819200,25600,1024,770048,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.879,3.84,7.75,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
08e6cb8c0bda2ee56050482d5e190c66269374a691dfd623a497dbf1171d93d1,0,0,0,0,0,0,0,0,0,4194304,4096,4,0,2531328,1777664,4096,466944,0,1048576,4096,4096,4,1,0.8,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,1,1,0,6.612,2.782,3.463,3.461,6.11,6.612,106,96,104,208,34,92,0,232,30,7,249,172,191,148,0,0,0,139,199,232,30,7,219,252,137,101,232,139,244,137,62,86,255,21,48,49,91,0,139,78,16,137,13,100,4,98,0,139,70,4,163,112,4,98,0,139,86,8,137,21,116,4,98,0,0,-1,0,0,-1,1,1
091391f47cae2e2623cf30329d91c093ec40f274eb950863a94935b0e57954c0,0,0,0,0,0,0,0,0,555835,4194304,4096,4,0,565248,356352,1536,147456,0,1048576,4096,4096,4,2,0.667,0,6,0,0,6,0,1,0,0,1,1,1,0.875,1,6,0.875,0,0,7.966,7.808,5.948,3.58,3.981,4.891,96,232,3,0,0,0,233,235,4,93,69,85,195,232,1,0,0,0,235,93,187,237,255,255,255,3,221,129,235,0,96,8,0,131,189,34,4,0,0,0,137,157,34,4,0,0,15,133,101,3,0,0,141,133,46,4,0,0,80,255,149,77,15,0,13,14,3,0.214,-1,1,315
09165d1bb48ef976dac9b9cee3c66d2a2bf5c36b455f480c5db49cd0ab50865d,1,0,1,0,0,0,0,1,817080,4194304,4096,10,0,794624,25600,1024,748544,0,262144,8192,4096,5,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1.009,0,2,1.172,0.076,0,6.039,4.895,7.874,3.823,7.756,6.039,232,240,6,0,0,233,0,0,0,0,106,88,104,184,114,64,0,232,146,7,0,0,51,219,137,93,224,141,69,152,80,255,21,132,161,64,0,137,93,252,100,161,24,0,0,0,139,112,4,139,251,186,172,136,64,0,139,206,51,192,240,15,177,10,8,153,8,0.052,14,0,190
0926d34feb430c936dafe0152ea5b130047767da1e0aa78d20b13df50670ffb0,0,0,1,0,0,0,0,1,17339138,4194304,4096,6,0,27885568,99840,1024,368128,0,1048576,4096,4096,4,3,0.571,3,2,0,3,2,0,0,1,0,1,1,0,1,3,4,1.158,0,0,0,0.02,5.757,3.594,5.707,7.787,85,232,131,83,237,255,186,36,17,19,181,102,15,175,210,72,139,22,104,12,122,144,114,15,128,87,1,254,255,131,221,244,192,116,36,12,130,15,187,192,90,88,90,90,89,255,231,186,188,205,15,33,141,4,149,32,191,187,183,102,139,132,71,224,5,9,5,0.556,1,0,50
